Animal_ID,State,Sex,Age_months,Birth_Weight_kg,Current_Weight_kg,Body_Condition_Score,Frame_Score,Parity,Health_Status,Forage_Type,Dry_Matter_Intake_kg,Crude_Protein_pct,TDN_pct,Water_Intake_L,Mineral_Supplement,Energy_Balance,Avg_Temp_C,Annual_Rainfall_mm,Season,Humidity_pct,Heat_Stress_Index,Altitude_m,Veld_Condition,Herd_Size,Grazing_System,Vaccination_Status,Deworming,Housing_Type,Breeding_Method,Record_Keeping,Avg_Daily_Gain_kg,Calving_Rate_pct,Weaning_Weight_kg,Enteric_CH4_kg,Manure_CH4_kg,Total_CH4_kg,CH4_CO2e_kg,Direct_CO2_kg,N2O_CO2e_kg,Total_CO2e_excl_CH4_kg,Carbon_Seq_kg_CO2,GHG_Gross_CO2e_kg,GHG_Net_CO2e_kg,Carbon_Intensity_kgCO2e_per_kgGain,Intervention_Moringa,Intervention_Tannin,Intervention_Genetic,Intervention_Solar,Num_Interventions,Baseline_Enteric_CH4_kg,Baseline_Manure_CH4_kg,Baseline_Total_CH4_kg,Baseline_Direct_CO2_kg,Baseline_N2O_CO2e_kg,Baseline_Carbon_Seq_kg,Baseline_Gross_GHG_CO2e_kg,Baseline_Net_GHG_CO2e_kg,Baseline_Carbon_Intensity,Int_Enteric_CH4_kg,Int_Manure_CH4_kg,Int_Total_CH4_kg,Int_Direct_CO2_kg,Int_N2O_CO2e_kg,Int_Carbon_Seq_kg,Int_Gross_GHG_CO2e_kg,Int_Net_GHG_CO2e_kg,Int_ADG_kg,Int_Carbon_Intensity,Delta_CH4_kg,Delta_Net_GHG_CO2e_kg,Delta_Pct_Net_GHG_Reduction
BSM-0940,North West,Bull,106,31.1,1075.3,2.2,5,0,Healthy,Native Veld,19.62,10.2,53.3,124.3,Yes,Neutral,23.5,490,Autumn,47.8,79.1,1393,Good,188,Continuous,Not vaccinated,Regular,Extensive,Natural mating,Manual,0.55,,192.5,120.0,8.13,128.13,3587.64,169.85,778.7,948.55,900.0,4536.19,3636.19,18.11,No,Yes,Yes,No,2,120.0,8.13,128.13,169.85,778.7,900.0,4536.19,3636.19,18.11,86.568,8.13,94.698,157.244,681.308,925.703,3490.096,2564.393,0.5541,12.68,33.432,1071.797,29.48
BSM-0941,Limpopo,Bull,72,32.8,549.7,4.1,5,0,Healthy,Improved Pasture,12.0,9.1,68.8,33.8,Yes,Positive,30.3,574,Autumn,77.0,94.2,563,Fair,185,Continuous,Up to date,Regular,Intensive,Natural mating,Digital,0.441,,130.0,120.0,15.0,135.0,3780.0,429.2,424.91,854.11,645.08,4634.11,3989.03,24.78,Yes,Yes,No,No,2,120.0,15.0,135.0,429.2,424.91,645.08,4634.11,3989.03,24.78,84.536,15.0,99.536,429.2,331.335,645.08,3547.543,2902.463,0.4891,16.258,35.464,1086.567,27.24
BSM-0942,North West,Cow,93,26.9,757.1,4.4,6,2,Mild Illness,Mixed,14.7,12.6,64.9,47.8,No,Negative,20.8,537,Spring,42.0,73.6,982,Poor,176,Continuous,Up to date,Regular,Semi-intensive,Natural mating,Manual,0.831,74.1,168.0,120.0,15.0,135.0,3780.0,294.55,720.71,1015.26,202.0,4795.26,4593.26,15.14,No,No,No,No,0,120.0,15.0,135.0,294.55,720.71,202.0,4795.26,4593.26,15.14,120.0,15.0,135.0,294.55,720.71,202.0,4795.26,4593.26,0.831,15.144,0.0,0.0,0.0
BSM-0943,North West,Heifer,13,30.8,126.8,4.4,8,0,Recovered,Native Veld,3.18,11.6,53.7,14.9,Yes,Positive,19.8,489,Spring,34.8,71.1,1288,Poor,41,Rotational,Up to date,Regular,Semi-intensive,Natural mating,Manual,0.474,,190.5,81.49,4.02,85.51,2394.28,226.6,143.54,370.14,672.31,2764.42,2092.11,12.09,No,No,No,Yes,1,81.49,4.02,85.51,226.6,143.54,672.31,2764.42,2092.11,12.09,81.49,4.02,85.51,84.284,143.54,684.798,2622.104,1937.306,0.474,11.198,0.0,154.804,7.4
BSM-0944,Free State,Heifer,13,34.6,103.8,2.4,6,0,Healthy,Native Veld,2.55,15.9,54.2,8.0,No,Positive,20.4,370,Spring,33.5,72.1,1460,Good,283,Rotational,Up to date,Regular,Extensive,Both,Manual,1.063,,195.0,67.59,0.95,68.54,1919.12,147.45,157.76,305.21,900.0,2224.33,1324.33,3.41,No,No,No,No,0,67.59,0.95,68.54,147.45,157.76,900.0,2224.33,1324.33,3.41,67.59,0.95,68.54,147.45,157.76,900.0,2224.33,1324.33,1.063,3.413,0.0,0.0,0.0
BSM-0945,Limpopo,Heifer,17,28.0,160.9,3.3,5,0,Healthy,Improved Pasture,2.97,15.8,70.4,18.1,Yes,Positive,22.8,592,Summer,55.2,78.6,663,Fair,282,Rotational,Up to date,Regular,Extensive,Natural mating,Digital,0.933,,159.6,63.87,1.55,65.42,1831.76,357.61,182.59,540.2,900.0,2371.96,1471.96,4.32,Yes,No,No,Yes,2,63.87,1.55,65.42,357.61,182.59,900.0,2371.96,1471.96,4.32,52.412,1.55,53.962,117.432,160.93,912.751,1789.298,876.547,1.0061,2.387,11.458,595.413,40.45
BSM-0946,Limpopo,Cow,60,32.5,421.5,4.5,3,7,Healthy,Mixed,11.11,12.7,50.7,35.1,Yes,Positive,28.9,412,Spring,62.1,90.2,639,Good,231,Continuous,Partial,Regular,Semi-intensive,AI,Manual,1.115,69.8,171.8,120.0,13.14,133.14,3727.92,335.75,549.02,884.77,900.0,4612.69,3712.69,9.12,Yes,No,Yes,Yes,3,120.0,13.14,133.14,335.75,549.02,900.0,4612.69,3712.69,9.12,83.748,13.14,96.888,38.048,497.597,956.336,3248.509,2292.173,1.2133,5.176,36.252,1420.517,38.26
BSM-0947,Limpopo,Cow,40,30.0,365.3,2.9,4,7,Healthy,Crop Residue,7.48,11.0,60.2,24.5,Yes,Neutral,25.8,417,Autumn,46.4,83.1,706,Fair,183,Strip,Up to date,Occasional,Semi-intensive,Natural mating,Manual,0.37,86.4,203.8,120.0,8.58,128.58,3600.24,260.95,320.16,581.11,900.0,4181.35,3281.35,24.3,Yes,No,No,No,1,120.0,8.58,128.58,260.95,320.16,900.0,4181.35,3281.35,24.3,100.521,8.58,109.101,260.95,290.212,900.0,3605.99,2705.99,0.391,18.961,19.479,575.36,17.53
BSM-0948,Free State,Bull,81,31.7,814.0,3.4,4,0,Healthy,Improved Pasture,18.17,11.4,56.9,52.8,No,Positive,22.7,476,Winter,64.5,79.3,1724,Good,155,Continuous,Up to date,Occasional,Extensive,Both,Manual,1.361,,155.4,120.0,6.87,126.87,3552.36,316.04,806.0,1122.04,900.0,4674.4,3774.4,7.6,No,Yes,No,No,1,120.0,6.87,126.87,316.04,806.0,900.0,4674.4,3774.4,7.6,93.254,6.87,100.124,316.04,665.382,900.0,3784.894,2884.894,1.3385,5.905,26.746,889.506,23.57
BSM-0949,Free State,Cow,110,30.1,580.1,2.8,8,4,Mild Illness,Native Veld,14.32,13.1,64.6,40.3,Yes,Neutral,17.6,470,Winter,33.1,67.0,1697,Fair,271,Continuous,Up to date,Occasional,Semi-intensive,Natural mating,Manual,0.3,55.0,193.3,120.0,15.0,135.0,3780.0,190.84,729.94,920.78,900.0,4700.78,3800.78,34.71,No,No,No,No,0,120.0,15.0,135.0,190.84,729.94,900.0,4700.78,3800.78,34.71,120.0,15.0,135.0,190.84,729.94,900.0,4700.78,3800.78,0.3,34.71,0.0,0.0,0.0
BSM-0950,North West,Cow,113,28.3,863.3,3.4,7,5,Mild Illness,Improved Pasture,19.25,7.9,68.5,64.7,Yes,Negative,19.0,426,Autumn,72.9,73.5,970,Poor,224,Continuous,Up to date,Regular,Extensive,Natural mating,Manual,0.658,72.0,220.9,120.0,8.03,128.03,3584.84,336.9,591.74,928.64,900.0,4513.48,3613.48,15.05,No,No,No,No,0,120.0,8.03,128.03,336.9,591.74,900.0,4513.48,3613.48,15.05,120.0,8.03,128.03,336.9,591.74,900.0,4513.48,3613.48,0.658,15.046,0.0,0.0,0.0
BSM-0951,North West,Bull,52,33.2,484.5,4.7,7,0,Healthy,Native Veld,10.86,10.0,57.9,43.3,Yes,Negative,25.0,504,Spring,70.8,84.1,1272,Poor,261,Continuous,Up to date,Regular,Extensive,Both,Digital,1.048,,199.6,120.0,5.02,125.02,3500.56,186.49,422.57,609.06,507.0,4109.62,3602.62,9.42,No,Yes,No,Yes,2,120.0,5.02,125.02,186.49,422.57,507.0,4109.62,3602.62,9.42,90.597,5.02,95.617,18.778,371.032,528.427,3067.086,2538.659,1.0434,6.666,29.403,1063.961,29.53
BSM-0952,North West,Cow,56,31.9,311.9,3.4,4,6,Healthy,Improved Pasture,5.82,7.7,59.4,31.8,No,Negative,21.7,567,Spring,79.3,79.0,1237,Poor,298,Rotational,Partial,Regular,Extensive,Natural mating,Digital,0.35,53.9,198.4,120.0,1.81,121.81,3410.68,310.86,174.38,485.24,900.0,3895.92,2995.92,23.45,No,Yes,No,No,1,120.0,1.81,121.81,310.86,174.38,900.0,3895.92,2995.92,23.45,101.241,1.81,103.051,310.86,145.446,900.0,3341.734,2441.734,0.3513,19.043,18.759,554.186,18.5
BSM-0953,Limpopo,Cow,83,33.8,864.2,3.7,5,4,Healthy,Crop Residue,19.02,7.7,71.6,103.0,No,Positive,27.4,565,Autumn,76.8,89.0,705,Good,80,Continuous,Partial,,Extensive,AI,Digital,0.392,85.7,139.5,120.0,7.31,127.31,3564.68,220.71,569.87,790.58,900.0,4355.26,3455.26,24.15,Yes,No,No,No,1,120.0,7.31,127.31,220.71,569.87,900.0,4355.26,3455.26,24.15,103.177,7.31,110.487,220.71,506.271,900.0,3820.617,2920.617,0.4204,19.034,16.823,534.643,15.47
BSM-0954,Free State,Heifer,18,34.4,188.7,3.2,5,0,Healthy,Mixed,4.84,8.8,67.2,16.3,No,Positive,21.5,547,Winter,47.8,75.5,1568,Good,114,Continuous,Up to date,Regular,Extensive,AI,Manual,0.384,,169.5,115.43,1.75,117.18,3281.04,243.64,165.73,409.37,900.0,3690.41,2790.41,19.91,No,No,No,Yes,1,115.43,1.75,117.18,243.64,165.73,900.0,3690.41,2790.41,19.91,115.43,1.75,117.18,39.925,165.73,916.649,3486.695,2570.046,0.384,18.337,0.0,220.364,7.9
BSM-0955,North West,Steer,9,35.7,122.3,3.4,6,0,Healthy,Native Veld,3.32,11.4,69.7,11.1,No,Neutral,26.5,378,Summer,50.0,84.7,1165,Fair,167,Strip,Up to date,Regular,Semi-intensive,Natural mating,Manual,0.94,,241.4,85.49,5.23,90.72,2540.16,178.23,147.27,325.5,900.0,2865.66,1965.66,5.73,No,No,No,No,0,85.49,5.23,90.72,178.23,147.27,900.0,2865.66,1965.66,5.73,85.49,5.23,90.72,178.23,147.27,900.0,2865.66,1965.66,0.94,5.729,0.0,0.0,0.0
BSM-0956,North West,Steer,10,32.4,103.9,2.0,8,0,Mild Illness,Native Veld,2.3,14.1,59.7,9.5,Yes,Positive,19.7,499,Winter,67.3,74.2,1391,Fair,278,Continuous,Up to date,Regular,Extensive,Both,Manual,1.286,,175.0,58.41,1.18,59.59,1668.52,189.17,126.19,315.36,900.0,1983.88,1083.88,2.31,No,No,No,No,0,58.41,1.18,59.59,189.17,126.19,900.0,1983.88,1083.88,2.31,58.41,1.18,59.59,189.17,126.19,900.0,1983.88,1083.88,1.286,2.309,0.0,0.0,0.0
BSM-0957,North West,Heifer,9,35.8,101.8,2.9,6,0,Recovered,Improved Pasture,2.26,11.4,55.1,9.4,Yes,Negative,22.9,422,Spring,36.7,76.9,1029,Good,49,Rotational,Up to date,Occasional,Semi-intensive,Both,Manual,0.911,,221.6,48.41,3.07,51.48,1441.44,401.05,100.25,501.3,900.0,1942.74,1042.74,3.14,No,No,No,No,0,48.41,3.07,51.48,401.05,100.25,900.0,1942.74,1042.74,3.14,48.41,3.07,51.48,401.05,100.25,900.0,1942.74,1042.74,0.911,3.136,0.0,0.0,0.0
BSM-0958,Limpopo,Cow,70,29.1,572.2,3.3,7,2,Healthy,Crop Residue,14.32,10.0,59.1,52.1,Yes,Positive,27.7,682,Winter,45.7,86.4,731,Good,37,Rotational,Up to date,Regular,Semi-intensive,Both,,0.964,69.1,174.7,120.0,15.0,135.0,3780.0,278.32,557.21,835.53,900.0,4615.53,3715.53,10.56,Yes,No,No,No,1,120.0,15.0,135.0,278.32,557.21,900.0,4615.53,3715.53,10.56,100.383,15.0,115.383,278.32,504.415,900.0,4013.459,3113.459,1.0448,8.164,19.617,602.071,16.2
BSM-0959,Limpopo,Heifer,11,34.7,158.0,3.9,4,0,Mild Illness,Crop Residue,4.33,7.7,65.8,9.6,Yes,Negative,30.0,538,Spring,35.9,89.6,700,Poor,206,Rotational,Up to date,Regular,Semi-intensive,Both,Manual,0.681,,183.1,108.93,5.6,114.53,3206.84,314.64,129.73,444.37,522.24,3651.21,3128.97,12.59,Yes,No,No,Yes,2,108.93,5.6,114.53,314.64,129.73,522.24,3651.21,3128.97,12.59,96.006,5.6,101.606,64.822,115.357,544.406,3025.147,2480.741,0.739,9.197,12.924,648.229,20.72
BSM-0960,Free State,Heifer,7,33.4,103.2,3.4,5,0,Healthy,Native Veld,2.13,12.0,52.4,6.2,No,Positive,15.7,405,Winter,52.7,65.5,1576,Poor,231,Rotational,Partial,Regular,Extensive,Natural mating,Digital,0.321,,202.9,54.23,0.48,54.71,1531.88,150.89,99.46,250.35,531.36,1782.23,1250.87,10.68,No,No,No,Yes,1,54.23,0.48,54.71,150.89,99.46,531.36,1782.23,1250.87,10.68,54.23,0.48,54.71,44.48,99.46,549.128,1675.82,1126.692,0.321,9.616,0.0,124.178,9.93
BSM-0961,Limpopo,Bull,44,32.7,393.4,3.0,4,0,Healthy,Native Veld,8.81,9.4,56.0,25.9,No,Negative,22.9,410,Autumn,57.6,79.0,839,Good,54,Rotational,Up to date,Occasional,Extensive,Natural mating,,0.324,,192.5,120.0,3.15,123.15,3448.2,174.81,322.24,497.05,900.0,3945.25,3045.25,25.75,Yes,Yes,Yes,No,3,120.0,3.15,123.15,174.81,322.24,900.0,3945.25,3045.25,25.75,68.368,3.15,71.518,157.61,256.004,918.095,2416.118,1498.023,0.3486,11.773,51.632,1547.227,50.81
BSM-0962,North West,Cow,36,33.3,335.0,3.2,3,6,Healthy,Improved Pasture,8.7,12.5,51.0,22.1,Yes,Positive,19.9,444,Spring,40.6,71.9,1018,Good,166,Continuous,Up to date,Regular,Semi-intensive,AI,Digital,1.277,72.2,199.5,120.0,9.37,129.37,3622.36,398.69,423.16,821.85,900.0,4444.21,3544.21,7.6,No,No,No,No,0,120.0,9.37,129.37,398.69,423.16,900.0,4444.21,3544.21,7.6,120.0,9.37,129.37,398.69,423.16,900.0,4444.21,3544.21,1.277,7.604,0.0,0.0,0.0
BSM-0963,Limpopo,Heifer,10,29.1,118.6,2.7,4,0,Healthy,Native Veld,2.86,15.8,59.5,12.1,Yes,Positive,28.1,429,Summer,31.3,85.7,560,Fair,54,Strip,Up to date,Occasional,Extensive,Natural mating,Manual,0.413,,169.5,77.29,1.79,79.08,2214.24,172.25,175.83,348.08,900.0,2562.32,1662.32,11.03,Yes,No,No,Yes,2,77.29,1.79,79.08,172.25,175.83,900.0,2562.32,1662.32,11.03,67.305,1.79,69.095,20.661,158.905,927.551,2114.226,1186.675,0.4533,7.172,9.985,475.645,28.61
BSM-0964,North West,Cow,47,28.4,573.0,4.8,3,3,Recovered,Mixed,10.95,8.0,68.2,41.4,No,Neutral,25.4,492,Summer,66.0,84.3,1382,Poor,95,Rotational,Up to date,Occasional,Semi-intensive,Natural mating,Digital,1.4,91.5,161.6,120.0,13.48,133.48,3737.44,308.27,340.86,649.13,311.61,4386.57,4074.96,7.97,No,No,No,No,0,120.0,13.48,133.48,308.27,340.86,311.61,4386.57,4074.96,7.97,120.0,13.48,133.48,308.27,340.86,311.61,4386.57,4074.96,1.4,7.974,0.0,0.0,0.0
BSM-0965,Limpopo,Cow,34,37.1,328.6,3.6,6,3,Healthy,Improved Pasture,7.98,8.9,50.5,37.4,Yes,Positive,29.6,515,Autumn,31.0,88.4,636,Fair,91,Strip,Up to date,Occasional,Extensive,Natural mating,,0.481,65.0,167.9,120.0,3.37,123.37,3454.36,340.56,276.35,616.91,900.0,4071.27,3171.27,18.06,Yes,No,No,Yes,2,120.0,3.37,123.37,340.56,276.35,900.0,4071.27,3171.27,18.06,102.209,3.37,105.579,57.633,248.893,917.697,3262.738,2345.041,0.5122,12.543,17.791,826.229,26.05
BSM-0966,North West,Cow,40,31.5,354.3,2.0,6,5,Healthy,Crop Residue,7.04,11.3,64.9,41.0,Yes,Neutral,19.0,509,Winter,78.7,74.1,1227,Poor,268,Strip,Partial,Regular,Extensive,Both,Manual,1.042,74.2,176.7,120.0,3.48,123.48,3457.44,229.35,309.55,538.9,900.0,3996.34,3096.34,8.14,No,No,No,No,0,120.0,3.48,123.48,229.35,309.55,900.0,3996.34,3096.34,8.14,120.0,3.48,123.48,229.35,309.55,900.0,3996.34,3096.34,1.042,8.141,0.0,0.0,0.0
BSM-0967,Free State,Cow,91,31.5,713.3,2.1,7,1,Healthy,Improved Pasture,16.48,15.7,70.5,84.6,Yes,Neutral,18.8,420,Autumn,41.1,70.0,1439,Fair,76,Continuous,Up to date,Occasional,Semi-intensive,Natural mating,Digital,1.344,75.6,184.3,120.0,15.0,135.0,3780.0,371.59,1006.77,1378.36,900.0,5158.36,4258.36,8.68,No,Yes,No,No,1,120.0,15.0,135.0,371.59,1006.77,900.0,5158.36,4258.36,8.68,98.701,15.0,113.701,371.59,858.419,900.0,4413.637,3513.637,1.3518,7.121,21.299,744.723,17.49
BSM-0968,Limpopo,Cow,70,28.7,613.4,4.9,4,1,Healthy,Crop Residue,14.29,13.9,55.2,71.4,Yes,Positive,24.2,438,Autumn,63.2,81.9,857,Poor,29,Continuous,Up to date,,Intensive,Both,Manual,0.699,73.7,215.9,120.0,15.0,135.0,3780.0,370.83,772.89,1143.72,114.34,4923.72,4809.38,18.85,Yes,No,No,Yes,2,120.0,15.0,135.0,370.83,772.89,114.34,4923.72,4809.38,18.85,99.418,15.0,114.418,44.791,708.356,130.985,3956.851,3825.866,0.7466,14.039,20.582,983.514,20.45
BSM-0969,North West,Cow,48,27.6,369.3,2.7,4,3,Healthy,Native Veld,9.88,15.1,65.3,28.2,Yes,Negative,19.7,461,Summer,51.7,72.6,1202,Fair,232,Continuous,Up to date,Regular,Extensive,Natural mating,Digital,1.108,71.5,192.2,120.0,3.72,123.72,3464.16,162.55,580.51,743.06,900.0,4207.22,3307.22,8.18,No,No,No,No,0,120.0,3.72,123.72,162.55,580.51,900.0,4207.22,3307.22,8.18,120.0,3.72,123.72,162.55,580.51,900.0,4207.22,3307.22,1.108,8.178,0.0,0.0,0.0
BSM-0970,North West,Bull,117,31.7,1054.8,4.4,3,0,Healthy,Crop Residue,23.86,10.0,71.5,95.6,Yes,Positive,19.5,523,Summer,33.0,70.4,900,Poor,256,Strip,Up to date,Regular,Extensive,Natural mating,,0.686,,202.1,120.0,10.11,130.11,3643.08,234.96,928.42,1163.38,900.0,4806.46,3906.46,15.6,No,Yes,No,No,1,120.0,10.11,130.11,234.96,928.42,900.0,4806.46,3906.46,15.6,91.259,10.11,101.369,234.96,830.62,900.0,3903.912,3003.912,0.6701,12.282,28.741,902.548,23.1
BSM-0971,North West,Bull,96,31.0,592.7,2.2,6,0,Healthy,Native Veld,12.32,15.9,71.2,41.8,Yes,Neutral,21.1,538,Spring,53.6,75.3,1295,Poor,253,Strip,Up to date,Occasional,Semi-intensive,Both,Manual,0.635,,193.5,120.0,15.0,135.0,3780.0,191.78,762.22,954.0,892.73,4734.0,3841.27,16.57,No,Yes,No,No,1,120.0,15.0,135.0,191.78,762.22,892.73,4734.0,3841.27,16.57,90.208,15.0,105.208,191.78,678.897,892.73,3816.501,2923.771,0.6181,12.96,29.792,917.499,23.89
BSM-0972,Free State,Heifer,6,32.0,77.7,4.8,3,0,Healthy,Improved Pasture,1.58,7.9,55.2,8.4,No,Neutral,20.8,527,Spring,55.8,75.0,1515,Good,242,Rotational,Up to date,Regular,Extensive,Both,Manual,0.522,,162.1,38.6,0.41,39.01,1092.28,306.27,48.57,354.84,900.0,1447.12,547.12,2.87,No,No,Yes,No,1,38.6,0.41,39.01,306.27,48.57,900.0,1447.12,547.12,2.87,32.913,0.41,33.323,286.044,48.57,943.008,1267.658,324.65,0.522,1.704,5.687,222.47,40.66
BSM-0973,Free State,Cow,107,32.3,1006.2,4.6,6,1,Healthy,Native Veld,26.91,7.5,52.2,114.0,Yes,Neutral,14.2,413,Spring,72.7,64.8,1267,Good,123,Continuous,Up to date,,Extensive,Natural mating,Digital,1.203,73.8,190.4,120.0,10.52,130.52,3654.56,176.79,785.32,962.11,900.0,4616.67,3716.67,8.46,No,No,No,No,0,120.0,10.52,130.52,176.79,785.32,900.0,4616.67,3716.67,8.46,120.0,10.52,130.52,176.79,785.32,900.0,4616.67,3716.67,1.203,8.464,0.0,0.0,0.0
BSM-0974,Limpopo,Cow,106,39.5,946.2,3.7,3,7,Healthy,Improved Pasture,18.65,14.7,53.3,105.1,Yes,Positive,25.1,425,Autumn,66.6,83.8,495,Poor,117,Continuous,Up to date,Regular,Extensive,Natural mating,,0.583,79.5,193.3,120.0,7.48,127.48,3569.44,320.05,1066.77,1386.82,900.0,4956.26,4056.26,19.06,Yes,No,No,No,1,120.0,7.48,127.48,320.05,1066.77,900.0,4956.26,4056.26,19.06,99.513,7.48,106.993,320.05,945.153,900.0,4261.007,3361.007,0.6242,14.752,20.487,695.253,17.14
BSM-0975,Limpopo,Cow,106,31.0,805.4,2.0,6,7,Healthy,Native Veld,17.93,15.3,65.4,69.3,No,Positive,24.3,579,Autumn,34.0,79.1,632,Good,245,Strip,Not vaccinated,,Extensive,Natural mating,,0.611,53.0,209.0,120.0,7.34,127.34,3565.52,128.27,1067.44,1195.71,900.0,4761.23,3861.23,17.31,Yes,No,No,No,1,120.0,7.34,127.34,128.27,1067.44,900.0,4761.23,3861.23,17.31,104.974,7.34,112.314,128.27,969.699,900.0,4242.761,3342.761,0.6582,13.914,15.026,518.469,13.43
BSM-0976,Limpopo,Steer,14,36.7,143.8,2.8,3,0,Healthy,Native Veld,2.86,7.8,66.0,15.2,Yes,Neutral,27.1,549,Spring,40.5,84.8,319,Fair,241,Strip,Up to date,Regular,Semi-intensive,Both,Manual,1.399,,163.3,72.39,3.63,76.02,2128.56,217.74,86.8,304.54,900.0,2433.1,1533.1,3.0,Yes,No,Yes,No,2,72.39,3.63,76.02,217.74,86.8,900.0,2433.1,1533.1,3.0,54.338,3.63,57.968,197.484,76.55,937.133,1897.138,960.005,1.4995,1.754,18.052,573.095,37.38
BSM-0977,North West,Cow,60,36.9,610.1,3.2,6,7,Mild Illness,Mixed,15.7,8.0,64.8,40.2,Yes,Positive,24.6,384,Summer,45.6,80.8,933,Poor,299,Continuous,Up to date,Occasional,Extensive,Natural mating,,0.66,73.1,139.0,120.0,6.25,126.25,3535.0,264.49,488.72,753.21,900.0,4288.21,3388.21,14.06,No,No,No,No,0,120.0,6.25,126.25,264.49,488.72,900.0,4288.21,3388.21,14.06,120.0,6.25,126.25,264.49,488.72,900.0,4288.21,3388.21,0.66,14.065,0.0,0.0,0.0
BSM-0978,Limpopo,Cow,65,34.3,436.3,3.4,8,6,Healthy,Native Veld,9.92,7.3,57.4,27.2,No,Positive,22.1,542,Summer,35.8,75.4,725,Poor,62,Continuous,Up to date,Regular,Intensive,Natural mating,Digital,0.765,79.6,194.4,120.0,15.0,135.0,3780.0,309.56,281.78,591.34,305.19,4371.34,4066.15,14.56,Yes,No,Yes,No,2,120.0,15.0,135.0,309.56,281.78,305.19,4371.34,4066.15,14.56,91.089,15.0,106.089,279.888,257.548,311.616,3507.928,3196.312,0.8349,10.489,28.911,869.838,21.39
BSM-0979,North West,Steer,23,31.3,173.7,2.9,3,0,Healthy,Crop Residue,3.74,7.9,53.7,18.3,Yes,Neutral,23.6,386,Winter,52.8,79.8,931,Good,172,Rotational,Up to date,,Semi-intensive,AI,,1.389,,198.8,95.45,5.76,101.21,2833.88,305.15,114.97,420.12,900.0,3254.0,2354.0,4.64,No,No,No,Yes,1,95.45,5.76,101.21,305.15,114.97,900.0,3254.0,2354.0,4.64,95.45,5.76,101.21,121.217,114.97,923.907,3070.067,2146.16,1.389,4.233,0.0,207.84,8.83
BSM-0980,North West,Heifer,17,27.9,140.2,2.1,4,0,Healthy,Mixed,3.03,8.9,62.8,12.0,No,Neutral,19.2,427,Spring,79.2,74.5,1158,Fair,243,Continuous,Up to date,Regular,Intensive,Natural mating,Manual,0.706,,185.5,73.83,12.07,85.9,2405.2,379.17,104.93,484.1,900.0,2889.3,1989.3,7.72,No,No,No,No,0,73.83,12.07,85.9,379.17,104.93,900.0,2889.3,1989.3,7.72,73.83,12.07,85.9,379.17,104.93,900.0,2889.3,1989.3,0.706,7.72,0.0,0.0,0.0
BSM-0981,Limpopo,Cow,51,33.4,440.6,3.8,7,7,Healthy,Native Veld,11.69,15.7,60.6,52.8,Yes,Positive,31.7,462,Autumn,55.7,94.6,516,Fair,138,Strip,Up to date,Regular,Extensive,Natural mating,,0.703,67.6,190.7,120.0,4.47,124.47,3485.16,177.6,714.15,891.75,900.0,4376.91,3476.91,13.55,No,Yes,No,No,1,120.0,4.47,124.47,177.6,714.15,900.0,4376.91,3476.91,13.55,99.596,4.47,104.066,177.6,599.608,900.0,3691.056,2791.056,0.6943,11.014,20.404,685.854,19.73
BSM-0982,Free State,Heifer,22,35.1,166.3,3.6,8,0,Healthy,Improved Pasture,3.91,13.0,66.0,10.9,Yes,Positive,22.0,461,Winter,67.1,78.3,1410,Good,233,Rotational,Up to date,Regular,Extensive,Both,Manual,1.21,,212.0,88.21,1.74,89.95,2518.6,331.38,197.79,529.17,900.0,3047.77,2147.77,4.86,No,No,No,No,0,88.21,1.74,89.95,331.38,197.79,900.0,3047.77,2147.77,4.86,88.21,1.74,89.95,331.38,197.79,900.0,3047.77,2147.77,1.21,4.863,0.0,0.0,0.0
BSM-0983,Limpopo,Cow,70,37.2,697.3,2.8,8,7,Healthy,Native Veld,17.56,14.0,59.7,77.6,Yes,Positive,27.9,606,Winter,64.1,88.6,674,Poor,72,Rotational,Partial,,Intensive,Both,Digital,0.643,61.6,178.5,120.0,15.0,135.0,3780.0,317.24,956.59,1273.83,268.23,5053.83,4785.6,20.39,Yes,No,No,No,1,120.0,15.0,135.0,317.24,956.59,268.23,5053.83,4785.6,20.39,100.04,15.0,115.04,317.24,843.316,268.23,4381.676,4113.446,0.7052,15.981,19.96,672.154,14.05
BSM-0984,Limpopo,Cow,41,29.2,300.4,2.1,3,5,Healthy,Native Veld,8.1,14.0,57.5,26.7,Yes,Positive,26.3,471,Winter,72.5,86.6,335,Fair,239,Rotational,Up to date,Regular,Extensive,Both,Manual,0.557,79.7,183.0,120.0,2.79,122.79,3438.12,175.28,441.25,616.53,900.0,4054.65,3154.65,15.52,Yes,No,No,No,1,120.0,2.79,122.79,175.28,441.25,900.0,4054.65,3154.65,15.52,97.931,2.79,100.721,175.28,405.163,900.0,3400.631,2500.631,0.6081,11.266,22.069,654.019,20.73
BSM-0985,Free State,Bull,101,31.3,873.3,5.0,7,0,Healthy,Improved Pasture,23.59,11.8,56.5,95.7,No,Positive,18.6,343,Spring,40.8,69.6,1641,Poor,262,Rotational,Not vaccinated,Occasional,Semi-intensive,Natural mating,Digital,0.766,,192.0,120.0,15.0,135.0,3780.0,367.52,1083.14,1450.66,461.74,5230.66,4768.92,17.06,No,Yes,No,No,1,120.0,15.0,135.0,367.52,1083.14,461.74,5230.66,4768.92,17.06,96.736,15.0,111.736,367.52,973.839,461.74,4469.967,4008.227,0.7764,14.144,23.264,760.693,15.95
